field,T,E,C,X,M
0.5555426667808883,0.5,-0.4517863572558781,4.433786671143025e-12,0.0,1.0
0.5555426667808883,0.5023348899266178,-0.22865384779551146,-8.095456921605444e-13,0.0,-1.0
0.5555426667808883,0.5046697798532355,-0.17071620509912208,-3.557015761072237e-13,0.0,-1.0
0.5555426667808883,0.5070046697798533,-1.118172376354247,-8.845375278646432e-12,0.0,1.0
0.5555426667808883,0.5093395597064709,-0.8916526754957834,-1.6104702730443557e-11,0.0,1.0
0.5555426667808883,0.5116744496330887,-0.2967115930418914,-5.902853473727379e-13,0.0,-1.0
0.5555426667808883,0.5140093395597065,-0.2959545388502558,-2.151484246071863e-12,0.0,1.0
0.5555426667808883,0.5163442294863242,-1.0569029532921868,-2.398579168613186e-11,0.0,1.0
0.5555426667808883,0.518679119412942,-0.7438066632161684,-3.697606654875699e-13,0.0,-1.0
0.5555426667808883,0.5210140093395597,-0.6275442534862221,3.821591457784504e-12,0.0,-1.0
0.5555426667808883,0.5233488992661774,-0.30438278047065787,-4.475037438967551e-13,0.0,-1.0
0.5555426667808883,0.5256837891927952,-0.273340683564098,3.8568459582402286e-14,0.0,-1.0
0.5555426667808883,0.5280186791194129,-0.7871757321783919,1.1570376308914549e-11,0.0,-1.0
0.5555426667808883,0.5303535690460307,-0.31843166514085913,8.209988960620171e-13,0.0,-1.0
0.5555426667808883,0.5326884589726484,-0.8181568939064091,-1.2520268222043454e-11,0.0,-1.0
0.5555426667808883,0.5350233488992662,-0.9121972617985078,-1.03757862108848e-11,0.0,1.0
0.5555426667808883,0.537358238825884,-0.750916741838402,-1.1368531135248465e-11,0.0,1.0
0.5555426667808883,0.5396931287525016,-0.3048879615399123,-3.9031604897209994e-13,0.0,-1.0
0.5555426667808883,0.5420280186791194,-0.25924809987777736,1.8138776666081107e-12,0.0,-1.0
0.5555426667808883,0.5443629086057371,-0.058503486565451956,-4.3834801045124315e-14,0.0,-1.0
0.5555426667808883,0.5466977985323549,-0.8249767061022951,0.01678358700640658,6.439090204177479,-0.35419379340277773
0.5555426667808883,0.5490326884589727,-0.3000272064880656,6.305471766458317e-13,0.0,1.0
0.5555426667808883,0.5513675783855904,-0.6475825867814385,2.7579714173081753e-12,0.0,1.0
0.5555426667808883,0.5537024683122082,-0.8545992874806972,5.56222466353554e-13,0.0,1.0
0.5555426667808883,0.5560373582388258,-0.46902485230551694,-1.0456676149310533e-12,0.0,-1.0
0.5555426667808883,0.5583722481654436,-0.4351369960406567,-7.86251792527945e-13,0.0,1.0
0.5555426667808883,0.5607071380920614,-0.9329810804672627,-3.2996728982836037e-12,0.0,-1.0
0.5555426667808883,0.5630420280186791,-0.18147652006773313,-5.491293550514671e-13,0.0,1.0
0.5555426667808883,0.5653769179452969,-1.08913242969841,-2.9341883400113796e-12,0.0,1.0
0.5555426667808883,0.5677118078719146,-0.4893284482059593,-1.7636984624938997e-12,0.0,1.0
0.5555426667808883,0.5700466977985323,-0.16547928701395526,6.983453615043828e-13,0.0,1.0
0.5555426667808883,0.5723815877251501,-0.20966002083257312,5.25933260340702e-13,0.0,1.0
0.5555426667808883,0.5747164776517678,-0.47317124274504063,-2.151210484750452e-14,0.0,-1.0
0.5555426667808883,0.5770513675783856,-0.8324547309794121,1.0839892289086918e-11,0.0,-1.0
0.5555426667808883,0.5793862575050034,-0.6881944377778623,-4.7413481083258175e-12,0.0,-1.0
0.5555426667808883,0.5817211474316211,-0.6198296163689189,1.4488038465814904e-12,0.0,-1.0
0.5555426667808883,0.5840560373582389,-0.41573871000157137,-2.0621315327917036e-12,0.0,-1.0
0.5555426667808883,0.5863909272848565,-0.5138992995602216,-5.992578299116246e-13,0.0,1.0
0.5555426667808883,0.5887258172114743,-0.3711587203266484,-1.4555341188324223e-12,0.0,-1.0
0.5555426667808883,0.5910607071380921,-0.896208945764352,-1.749139619188232e-12,0.0,1.0
0.5555426667808883,0.5933955970647098,-0.6398569762795557,-4.621011475207897e-12,0.0,1.0
0.5555426667808883,0.5957304869913276,-0.7690591336093433,1.3334132946080859e-11,0.0,-1.0
0.5555426667808883,0.5980653769179453,-0.2072586408972054,3.277757546140268e-13,0.0,1.0
0.5555426667808883,0.600400266844563,-0.6425782021228262,9.264165577332962e-13,0.0,-1.0
0.5555426667808883,0.6027351567711808,-0.5776687300302114,2.855551594603283e-12,0.0,1.0
0.5555426667808883,0.6050700466977985,-0.8956441696709644,1.3546725103675872e-11,0.0,1.0
0.5555426667808883,0.6074049366244163,-0.8571201397019187,1.3982028722077492e-11,0.0,-1.0
0.5555426667808883,0.6097398265510341,-0.14449946888569543,1.9947917642641832e-13,0.0,-1.0
0.5555426667808883,0.6120747164776518,-0.2736737616887038,0.00011735254884018972,4.427604089379977e-05,-0.9999864366319444
0.5555426667808883,0.6144096064042696,-0.5413114027489517,0.0005106751388269267,0.00013206465017718855,-0.9999593098958333
0.5555426667808883,0.6167444963308872,-1.0494700336614193,1.2777201394901262e-11,0.0,-1.0
0.5555426667808883,0.619079386257505,-0.23754369699894898,-1.0196713255095595e-13,0.0,-1.0
0.5555426667808883,0.6214142761841228,-0.7625916075217262,-5.004914411537329e-12,0.0,-1.0
0.5555426667808883,0.6237491661107405,-0.4978399187120542,1.826292130510659e-12,0.0,-1.0
0.5555426667808883,0.6260840560373583,-0.803875973665331,1.0259857922799367e-11,0.0,-1.0
0.5555426667808883,0.628418945963976,-0.33119688491417926,9.895878475886158e-14,0.0,-1.0
0.5555426667808883,0.6307538358905938,-0.8276941386078894,-1.4251917329026922e-11,0.0,-1.0
0.5555426667808883,0.6330887258172115,-0.4611461918491158,5.584336736308747e-13,0.0,-1.0
0.5555426667808883,0.6354236157438292,-0.14935916309228672,1.099875474676863e-15,0.0,-1.0
0.5555426667808883,0.637758505670447,-0.3925588572723183,-2.2535510219057225e-12,0.0,1.0
0.5555426667808883,0.6400933955970647,-0.7491652484116582,0.0004043682362825406,8.459313713585621e-05,0.9999728732638888
0.5555426667808883,0.6424282855236825,-0.4797954970759453,4.596763461916958e-12,0.0,1.0
0.5555426667808883,0.6447631754503003,-0.4995414982740833,-1.4869932783233053e-12,0.0,-1.0
0.5555426667808883,0.6470980653769179,-0.3163227421754427,7.551096352631289e-13,0.0,1.0
0.5555426667808883,0.6494329553035357,-0.18279763501989235,-7.517956126160116e-13,0.0,1.0
0.5555426667808883,0.6517678452301534,-0.5573664223577295,5.419376855452278e-12,0.0,1.0
0.5555426667808883,0.6541027351567712,-0.4772052114670679,2.87305788878701e-12,0.0,1.0
0.5555426667808883,0.656437625083389,-0.7565448252115464,0.00019405129757069835,4.1283808455346835e-05,0.9999864366319444
0.5555426667808883,0.6587725150100067,-0.38143019382314813,2.0957005652975834e-12,0.0,-1.0
0.5555426667808883,0.6611074049366245,-0.8141940356969588,6.502886168434908e-12,0.0,-1.0
0.5555426667808883,0.6634422948632421,-0.6824163790875747,5.811475287095062e-13,0.0,-1.0
0.5555426667808883,0.6657771847898599,-0.17830053360191772,3.3662911990021423e-13,0.0,1.0
0.5555426667808883,0.6681120747164777,-0.7926654719289635,-1.2097765291401064e-12,0.0,-1.0
0.5555426667808883,0.6704469646430954,-0.13372590631822948,7.749475045372632e-05,4.042116171150378e-05,0.9999864366319444
0.5555426667808883,0.6727818545697132,-0.8384929450722564,0.00020237663755082617,4.028088003972364e-05,-0.9999864366319444
0.5555426667808883,0.6751167444963309,-0.7510505215545314,-9.228989485609865e-12,0.0,1.0
0.5555426667808883,0.6774516344229486,-1.049428423108834,-3.4060913770098656e-12,0.0,-1.0
0.5555426667808883,0.6797865243495664,-0.10470812984952893,2.5947103428193195e-14,0.0,1.0
0.5555426667808883,0.6821214142761841,-0.813834879877276,-6.841397902044727e-12,0.0,1.0
0.5555426667808883,0.6844563042028019,-0.6971340019762691,0.00016661949338853628,3.9593827992262466e-05,0.9999864366319444
0.5555426667808883,0.6867911941294196,-0.17498747288858696,6.025606390199861e-14,0.0,1.0
0.5555426667808883,0.6891260840560374,-0.27845437736770223,9.327346192876655e-05,3.9325525188829905e-05,-0.9999864366319444
